id,latitude,longitude,depth,mag
centennial19420524032633,5.178,97.018,35,6.6
centennial19420514021328,0.012,-79.902,35,7.8
centennial19420408154028,12.845,120.553,41.3,7.3
centennial19420305194818,44.272,141.632,259,7
centennial19420216180818,-11.338,166.582,115.4,6.7
centennial19420129092348,-19.321,169.042,117.7,7
centennial19420127132911,-4.325,134.838,18.4,7.1
centennial19411227181726,35.822,-10.56,25,6.6
centennial19411226144803,21.076,99.145,25,7
centennial19411216191945,23.251,120.391,35,7.1
centennial19411206212444,8.143,-84.401,35,7
centennial19411205204704,8.752,-83.158,35,7.3
centennial19411127083741,-7.347,121.233,524.1,6.6
centennial19411125180358,37.171,-18.96,25,8.1
centennial19411124214621,-28.276,-177.611,35,7
centennial19411118164600,32,132,0,7.7
centennial19411118101441,-60.757,-55.375,35,7.1
centennial19411115041957,-59.802,-26.993,35,7.1
centennial19411108233728,0.724,122.857,35,7.2
centennial19411105173852,12.834,123.481,35,6.7
centennial19410924010117,49.551,158.344,33.8,6.8
centennial19410918131409,-13.928,-72.294,61,7
centennial19410917064803,-0.078,122.013,193.3,6.9
centennial19410916213908,-29.484,-177.398,35,6.9
centennial19410912070204,-0.719,132.522,35,6.9
centennial19410904102140,-5.073,153.686,35,7.1
centennial19410830130658,18.357,147.235,35,6.6
centennial19410815060928,19.302,-26.355,27.9,6.6
centennial19410806061503,55.515,-163.106,108.3,6.6
centennial19410804105310,51.601,178.602,43.9,6.6
centennial19410802114129,-29.767,-177.606,35,7.1
centennial19410626115206,12.149,92.478,49.1,7.7
centennial19410517022458,-10.462,166.139,35,7.2
centennial19410516071434,23.514,99.408,25,6.7
centennial19410509053245,13.789,122.451,35,6.6
centennial19410508102150,-18.083,-178.407,568.7,6.7
centennial19410507121948,-18.857,168.936,153.4,6.6
centennial19410429013540,-26.791,116.197,25,6.6
centennial19410415190957,18.677,-102.957,35,7.6
centennial19410407232918,17.265,-78.591,15,7
centennial19410403152130,-22.579,-66.642,150.1,7.2
centennial19410316074228,50.235,157.276,35,6.6
centennial19410227094415,4.215,127.016,35,6.6
centennial19410225053754,-9.227,124.64,176.1,6.7
centennial19410204140319,10.078,123.998,602.4,7
centennial19410131023840,-6.36,129.098,221.2,6.6
centennial19410121124145,27.339,91.714,15,6.6
centennial19410113162740,-4.72,152.316,35,7
centennial19410105184705,1.723,122.24,35,6.6
centennial19401228163746,18.14,147.527,35,7.3
centennial19401222185947,-15.009,-69.429,151.1,6.9
centennial19401127144129,-3.711,150.963,35,6.6
centennial19401119150142,39.019,142.244,50.5,6.8
centennial19401110013908,45.773,26.655,122,7.3
centennial19401107135812,30.238,138.853,35,6.6
centennial19401027053540,9.821,-84.357,35,6.6
centennial19401024200644,-34.353,-71.288,35,6.6
centennial19401011184113,-42.042,-73.933,15,7
centennial19401007064255,5.29,126.136,35,6.9
centennial19401006153823,-20.003,-71.021,25,6.6
centennial19401004075450,-20.592,-70.718,23.5,7.1
centennial19400926035631,-11.5,166.25,150,6.6
centennial19400922225156,8,124,680,7
centennial19400919181948,-24,171,80,7
centennial19400912131710,-4.5,153,40,7.1
centennial19400822032718,53,-165.5,60,7
centennial19400813153640,36,132,0,6.6
centennial19400801150826,44.508,139.829,35,7.5
centennial19400801123840,-26.471,179.848,536.9,6.6
centennial19400727133231,14.06,-91.429,61.7,6.6
centennial19400714055254,52.117,178.159,35,7.4
centennial19400710054958,44.386,130.777,577.6,7.3
centennial19400622113644,-0.07,122.809,173.6,6.6
centennial19400528094047,-2.318,139.15,35,7
centennial19400524163358,-11.119,-77.629,50.1,7.5
centennial19400519151757,50.574,149.133,573.7,6.6
centennial19400519043648,33.222,-115.697,15,7.1
centennial19400427103315,1.305,-19.177,15,6.6
centennial19400416064309,52.818,173.345,35,7.1
centennial19400416060747,52.168,173.72,35,6.8
centennial19400401111907,-3.104,139.357,50.8,6.7
centennial19400328154852,14.5,120,200,6.6
centennial19400321135257,-10.185,107.848,35,6.6
centennial19400314182245,-55.601,147.382,15,6.6
centennial19400224120012,-2.304,141.952,35,6.6
centennial19400220021823,-13.776,167.138,190.5,7
centennial19400212091749,54.958,-161.182,35,6.6
centennial19400212082056,-23.272,-177.646,164.6,6.6
centennial19400207171601,51.323,174.9,34.4,6.9
centennial19400126170426,27.445,132.047,35,6.6
centennial19400120095800,-55,-133,0,6.6
centennial19400117011458,17.244,148.218,31.3,7.3
centennial19400106140329,-21.69,170.781,79.7,7.2
centennial19391226235722,39.77,39.533,35,7.7
centennial19391222044403,9.543,-84.675,35,6.6
centennial19391221210033,-0.208,122.565,35,7.8
centennial19391221205453,9.986,-84.546,35,7.2
centennial19391216104631,43.624,147.797,35,7.1
centennial19391205083013,14.253,-91.904,35,6.6
centennial19391121110147,36.42,71.134,216,6.7
centennial19391017062211,-14.809,167.289,101,7.3
centennial19391010183200,38.666,143.151,35,7.2
centennial19390902085856,-12.519,166.892,86.9,6.6
centennial19390825034819,-4.709,153.253,76.1,6.6
centennial19390818221604,-18.649,168.454,35,6.7
centennial19390812020729,-16.058,168.154,172.4,7
centennial19390720022308,-21.206,-178.774,639.6,6.8
centennial19390712225822,-3.031,140.276,35,6.6
centennial19390705224108,-21.927,-179.938,642.6,6.7
centennial19390704182614,-21.086,-65.39,298.9,6.6
centennial19390613203947,0.47,125.257,35,6.7
centennial19390608204651,-15.269,-173.931,35,7
centennial19390602033316,4.595,126.239,35,6.5
centennial19390527034543,24.461,93.955,46.9,6.6
centennial19390517183037,23.223,143.585,35,6.7
centennial19390508014652,37.053,-24.427,15.7,6.5
centennial19390501055832,39.839,139.969,35,7
centennial19390430025529,-9.295,159.234,35,7.9
centennial19390421042917,47.745,139.821,35,6.9
centennial19390418062243,-27.138,-70.705,35,7.3
centennial19390405164245,-19.712,168.984,35,7
centennial19390321011113,-1.285,89.401,15,7
centennial19390308215819,-6.756,155.34,35,6.6
centennial19390302070020,-4.383,143.155,35,7
centennial19390203052626,-9.479,159.363,35,7.1
centennial19390130021829,-7.08,155.386,35,7.7
centennial19390125033200,-36.2,-72.2,0,7.7
centennial19381216172124,-45.503,166.88,25,6.9
centennial19381206230055,22.614,121.398,39,7
centennial19381130022951,37.026,142.133,35,6.9
centennial19381117035440,55.224,-157.551,35,7.2
centennial19381113223132,36.727,142.36,35,7
centennial19381113131342,45.21,149.308,35,6.7
centennial19381110201846,55.328,-158.37,35,8.3
centennial19381106213846,36.867,142.625,35,7
centennial19381106085355,37.287,142.283,35,7.7
centennial19381105105016,37.108,142.081,35,7.8
centennial19381105084322,37.009,142.045,35,7.9
centennial19381020021924,-9.268,123.243,35,7.3
centennial19381019041326,49,90,0,6.6
centennial19381010204810,2.386,126.553,35,7.2
centennial19380921185202,36.372,141.325,35,6.7
centennial19380907040323,23.737,121.408,47.4,7
centennial19380831174442,-3.018,151.289,35,6.6
centennial19380830114939,-3.911,143.574,35,6.6
centennial19380825012806,-5.679,101.297,35,6.7
centennial19380818093011,-4.04,102.687,124.6,6.7
centennial19380816042756,22.957,93.884,35,7.1
centennial19380804085454,-23.761,-66.559,207.7,6.6
centennial19380705220714,-22.882,172.062,35,6.6
centennial19380623125527,-20.548,169.51,35,6.7
centennial19380620235035,42.744,76.131,15,6.6
centennial19380616021519,27.585,129.539,35,7.2
centennial19380610095344,25.208,125.115,35,7.6
centennial19380609191511,-3.145,126.928,25,7
centennial19380530142952,-19.882,169.165,35,7
centennial19380523082154,18.053,119.994,35,7
centennial19380523071832,36.458,141.755,35,7.7
centennial19380519170836,-0.366,119.525,49.4,7.5
centennial19380512153905,-6.271,147.803,35,7.3
centennial19380508134805,-48.27,99.722,15,6.6
centennial19380419105923,39.439,34.015,35,6.6
centennial19380414011627,23.372,94.407,35,6.6
centennial19380413024521,38.112,14.925,35,6.6
centennial19380205022340,4.555,-75.919,155.7,6.9
centennial19380201190421,-5.05,131.62,35,8.6
centennial19380124103150,-60.547,-35.582,15,7
centennial19380123083250,20.96,-156.18,25,6.6
centennial19380101232801,25.883,143.234,35,6.6
centennial19371223131806,17.431,-98.287,35,7.4
centennial19371208083215,22.872,121.01,38.8,7
centennial19371114105813,36.569,70.67,199.7,7.1
centennial19371006094718,18.43,-98.921,35,6.7
centennial19370927085516,-9.027,110.802,35,7
centennial19370923130601,-6.721,154.011,35,6.9
centennial19370921093951,1.805,126.531,35,6.7
centennial19370915122732,-10.5,161.5,80,7.2
centennial19370908004014,-56.541,-26.912,219.4,7.1
centennial19370903184811,52.447,-177.398,35,7.2
centennial19370901083846,-32.807,-179.064,35,6.9
centennial19370820115922,14.318,121.547,35,7.3
centennial19370811005548,-9.675,117.533,35,7.2
centennial19370805144357,-5.936,149.731,124,6.6
centennial19370801104107,35.222,115.154,25,6.6
centennial19370731203550,35.252,115.153,25,6.7
centennial19370726195634,38.396,142.17,35,7.1
centennial19370726034709,18.523,-95.878,35,7.2
centennial19370722170935,64.494,-146.854,35,7.2
centennial19370719193527,-1.978,-76.397,184.2,7.1
centennial19370704055520,-11.293,163.955,35,6.7
centennial19370702023716,-13.857,167.049,35,7
centennial19370701114949,3.123,95.787,35,6.6
centennial19370621151305,-8.443,-79.853,42,7.1
centennial19370512024448,-4.734,144.587,35,6.6
centennial19370416030137,-20.768,-177.144,348.8,7.5
centennial19370405065640,-0.685,133.693,44.4,6.7
centennial19370329074944,-16.203,-71.071,95.8,6.6
centennial19370221070244,44.241,149.605,56,7.3
centennial19370125063405,-10.847,162.794,35,7.1
centennial19370123105558,-5.29,152.757,35,7
centennial19370107132041,35.404,97.667,15,7.6
centennial19361229144750,-4.598,153.671,35,6.9
centennial19361226225234,-30.805,-178.137,35,6.7
centennial19361113123134,56.038,163.458,35,7.1
centennial19361102204559,38.337,142.151,35,7.1
centennial19361102145752,47.28,154.258,35,6.8
centennial19361029183850,13.203,145.414,35,6.6
centennial19361019120425,-2.158,126.24,35,6.6
centennial19361005094425,1.633,126.237,35,7
centennial19360919010149,3.648,97.551,35,7.1
centennial19360907121710,-57.862,-32.105,15,6.6
centennial19360823211213,5.296,94.759,35,7.1
centennial19360822110919,21.949,121.186,35,7.2
centennial19360813200243,8.588,126.553,35,6.6
centennial19360726073658,-24.204,-70.632,35,6.6
centennial19360713111217,-24.715,-70.023,35,7.1
centennial19360705185514,5.856,127.024,35,7.3
centennial19360630150644,51.274,160.885,35,7.2
centennial19360629143012,36.502,70.836,222.2,6.6
centennial19360610082321,-5.5,147,190,7
centennial19360609163631,-0.134,98.956,35,6.6
centennial19360605143735,0.369,123.797,179.2,6.6
centennial19360528184900,10.286,-103.77,15,6.6
centennial19360527061917,28.345,83.283,35,7
centennial19360519205017,-9.245,123.836,147.7,6.6
centennial19360516070547,28.675,103.684,25,6.6
centennial19360426235911,28.733,103.497,25,6.6
centennial19360419050719,-7.674,156.473,35,7.2
centennial19360412205102,7.3,137.564,41.7,6.6
centennial19360401020927,4.165,126.521,35,7.7
centennial19360322121609,-8.45,157.437,35,6.7
centennial19360227100414,-7.613,127.383,181.7,6.6
centennial19360222192258,-48.592,163.782,25,6.6
centennial19360222153205,-48.945,164.225,25,6.8
centennial19360221165716,-5,144.5,75,6.7
centennial19360215124702,-4.362,133.285,35,7.1
centennial19360210180534,-18.528,-177.709,487.2,6.6
centennial19360208121113,-5.247,145.772,50,6.6
centennial19360207085630,35.633,103.265,25,6.6
centennial19360120165618,6.031,127.13,35,7
centennial19360114141220,-28.922,-62.624,601.7,6.7
centennial19360114053630,-60.53,-22.38,35,6.8
centennial19360102223428,-0.279,98.872,35,7
centennial19360102172645,-9.483,119.361,35,6.6
centennial19351228023529,-0.345,98.147,35,7.8
centennial19351224122411,2.753,-79.293,15,6.6
centennial19351217191736,22.525,125.747,25,7.1
centennial19351215070754,-9.59,161.145,35,7.5
centennial19351214220525,14.718,-92.484,35,7.2
centennial19351214013115,-9.545,-70.786,629.8,6.7
centennial19351114195644,-5.291,152.155,35,6.6
centennial19351101162209,21.148,103.082,15,6.6
centennial19351018110527,12.322,141.705,35,6.9
centennial19351018001159,40.394,144.156,35,7.1
centennial19351012164525,40.266,143.318,35,7.1
centennial19351002053258,43.202,146.83,35,6.9
centennial19350920052309,-3.583,142.905,35,7
centennial19350920014642,-3.92,141.33,35,8.1
centennial19350915140909,-25.749,-113.22,15,6.6
centennial19350911140403,43.29,146.634,35,7.2
centennial19350909061738,6.228,141.717,35,7
centennial19350904013746,22.259,121.257,35,7.1
centennial19350817014437,-22.098,171.646,35,7.2
centennial19350803011007,4.43,96.326,35,7
centennial19350729073851,-21.537,-177.919,454.9,7.1
centennial19350717104615,-59.779,-24.025,35,6.6
centennial19350629064858,18.54,-103.659,35,6.7
centennial19350624232318,-15.55,167.872,141.6,7.1
centennial19350530213256,28.894,66.176,35,8.1
centennial19350524053639,12.188,125.041,35,6.6
centennial19350521065144,-5.695,146.295,35,6.6
centennial19350514232302,-58.946,-26.065,35,6.9
centennial19350420220202,24.364,120.613,35,7.1
centennial19350419152323,31.243,15.3,15,7.1
centennial19350411231450,36.432,53.621,35,6.6
centennial19350225025127,36.084,24.703,35,6.6
centennial19350222170601,53.273,175.017,35,7.1
centennial19350123072408,52.517,-169.461,35,6.6
centennial19350101132035,-15.719,-174.526,35,7
centennial19341231184556,32.685,-115.761,15,7.1
centennial19341215191428,-23.568,-179.689,496.9,6.7
centennial19341215015743,31.013,89.08,35,7.1
centennial19341204172434,-19.298,-69.752,35,6.7
centennial19341130020518,18.679,-105.319,25,7
centennial19341127061417,2.226,127.395,35,6.6
centennial19341026171113,29.373,131.392,35,6.6
centennial19341026144433,-6.626,124.035,643.9,6.6
centennial19341010154209,-23.748,179.782,529.8,7.2
centennial19340812234923,8.03,126.776,35,7
centennial19340807034010,-13.055,166.851,35,6.7
centennial19340728213703,55.587,-156.677,25,6.6
centennial19340722195636,35.712,70.683,35,6.6
centennial19340721103913,8.189,-82.786,25,6.6
centennial19340721061823,-11.139,165.503,35,7.1
centennial19340719073700,-13.254,166.262,35,6.7
centennial19340719012732,-0.793,133.354,35,7
centennial19340719000649,-12.561,165.949,15.8,6.6
centennial19340718194023,-11.907,166.731,35,7.8
centennial19340718165941,7.601,-82.298,15,6.9
centennial19340718013628,8.045,-82.48,25,7.6
centennial19340629082614,-7.083,123.166,647.7,7
centennial19340624055934,-23.198,-68.58,102.3,6.7
centennial19340618091350,60.785,-151.244,50.2,6.6
centennial19340613221022,27.428,62.594,35,7
centennial19340613015101,44.2,147.4,112.1,6.7
centennial19340609125838,-6.07,147.299,35,6.7
centennial19340513090208,-4.889,153.842,35,6.6
centennial19340504043610,61.519,-147.599,35,7.1
centennial19340501070459,3.783,97.937,144.7,6.9
centennial19340415221519,7.526,126.857,35,7.1
centennial19340411211146,-20.463,170.56,35,6.6
centennial19340410102303,-6.976,115.779,35,6.6
centennial19340406190934,37.302,141.78,35,6.6
centennial19340324120434,-10.065,160.803,35,7.1
centennial19340318043313,50.187,156.278,35,6.6
centennial19340316141346,-4.891,145.504,35,6.6
centennial19340313131157,-11.455,164.392,35,6.6
centennial19340305114619,-40.643,175.738,35,7.3
centennial19340301214519,-40.925,-72.877,35,7.3
centennial19340228142155,-5.234,149.484,35,7.1
centennial19340224062346,22.878,144.067,35,7.2
centennial19340214035941,17.404,119.19,35,7.5
centennial19340203143313,-5.851,151.264,35,6.6
centennial19340128191009,16.857,-99.643,35,6.6
centennial19340115084325,26.773,86.762,35,8
centennial19340103094208,53.929,156.28,35,6.7
centennial19331212141117,-4.294,153.154,35,6.6
centennial19331204193358,46.192,144.592,352.6,7.1
centennial19331122124224,-5.603,151.701,35,6.6
centennial19331120232135,72.996,-70.116,15,7.1
centennial19331026120706,-60.29,-59.301,15,6.6
centennial19331025232815,-23.686,-66.65,206.5,7
centennial19331002152929,-2.044,-81.099,35,6.7
centennial19330925185126,38.321,87.167,45.8,6.6
centennial19330924151941,51.775,-176.726,35,6.6
centennial19330909211956,-12.407,166.464,35,6.7
centennial19330906220831,-21.948,-179.243,587.4,7
centennial19330902164116,30.262,139.031,424.5,6.6
centennial19330828221946,-59.439,-26.643,35,7.2
centennial19330825075032,31.81,103.541,25,7.3
centennial19330724185538,-16.282,-173.094,35,6.6
centennial19330722205519,52.592,-168.935,35,6.6
centennial19330720231400,38.692,144.861,35,6.6
centennial19330709123042,44.546,150.246,35,6.6
centennial19330624215449,-5.522,104.434,35,7.3
centennial19330618213737,38.28,142.51,35,7.2
centennial19330508103349,17.332,-100.901,35,6.6
centennial19330427023611,60.987,-151.002,35,6.9
centennial19330423055737,36.516,27.15,35,6.6
centennial19330409024642,39.398,143.658,35,6.6
centennial19330317193231,6.262,127.218,50.5,6.6
centennial19330317155530,54.857,161.601,35,7
centennial19330311193248,27.102,139.977,550.8,6.6
centennial19330302173100,39.224,144.622,35,8.4
centennial19330223080920,-20.297,-69.965,35,7.2
centennial19330127223642,-15.693,-171.779,35,6.6
centennial19330121192114,-33.505,57.732,15,7.1
centennial19330101084845,-14.754,167.502,147,7
centennial19321231063055,-29.084,32.957,15,6.6
centennial19321225020431,39.771,96.69,25,7.6
centennial19321221061009,38.51,-118.084,15,7.1
centennial19321204081120,2.387,121.019,45.8,7.1
centennial19321129111059,-32.331,-71.42,35,6.6
centennial19321126042359,42.379,142.543,45.5,6.6
centennial19321113044628,43.841,136.881,35,7.1
centennial19321102110324,-22.977,-112.338,15,6.6
centennial19321030204700,54.829,-159.856,25,6.6
centennial19321016120806,54.916,-159.655,25,6.6
centennial19321002025912,11.273,-87.494,35,6.6
centennial19320926192048,40.333,23.732,35,6.7
centennial19320923142215,44.486,138.722,350,7
centennial19320915135457,-38.956,177.455,35,6.6
centennial19320903115855,40.939,143.456,35,6.6
centennial19320814043939,25.765,95.655,143.9,7
centennial19320812032404,52.418,-168.623,35,6.6
centennial19320725091252,18.803,-103.942,35,6.6
centennial19320725082440,35.381,135.709,360.7,6.6
centennial19320712192412,26.238,-110.288,15,6.6
centennial19320707161553,29.098,-113.318,15,6.6
centennial19320622125931,19.028,-104.379,25,6.7
centennial19320618101216,19.452,-103.632,54.3,7.9
centennial19320616011841,2.43,97.643,35,6.6
centennial19320610202123,5.119,127.272,86.9,6.6
centennial19320603103653,19.457,-104.146,25,7.9
centennial19320526160939,-25.399,179.049,568.8,7.5
centennial19320521101003,12.364,-87.894,35,6.7
centennial19320514131105,0.258,126.169,35,8.1
centennial19320412235239,-4.797,152.654,85.9,6.6
centennial19320404191638,30.557,138.816,415.8,6.6
centennial19320326095226,-4.392,128.491,35,6.6
centennial19320325235839,62.355,-153.451,35,6.7
centennial19320319105943,15.733,147.46,35,6.6
centennial19320314224257,8.149,-71.974,35,6.6
centennial19320223001353,-57.927,-12.052,15,6.8
centennial19320203061602,19.77,-75.85,25,6.6
centennial19320129134116,-6.808,155.035,53.8,7.1
centennial19320120023046,-11.866,-77.386,35,6.6
centennial19320109102148,-6.083,154.445,387.6,7.2
centennial19311120141633,-10.64,161.642,35,6.6
centennial19311102100303,32.003,131.945,42.2,7.5
centennial19311102003210,16.261,-96.67,35,6.6
centennial19311018042947,-26.765,-179.91,35,6.6
centennial19311010021649,-10.66,161.064,35,6.6
centennial19311010013053,-9.878,161.334,35,6.6
centennial19311010010823,-10.13,161.184,35,6.6
centennial19311010002001,-9.968,161.194,50.2,7.7
centennial19311005223128,36.535,70.854,206.4,6.6
centennial19311003224747,-10.913,161.403,35,7.1
centennial19311003215514,-12.684,163.187,35,7
centennial19311003211820,-12.292,161.538,35,6.6
centennial19311003191320,-10.932,161.016,35,7.8
centennial19310925055952,-5.178,102.511,35,7.3
centennial19310921133432,-37.961,177.811,101.3,6.6
centennial19310921102721,19.421,113.158,25,6.6
centennial19310921022003,36.021,139.381,35,6.6
centennial19310909203828,19.152,145.489,171.8,7.1
centennial19310827152724,29.473,67.172,35,7.1
centennial19310824213527,29.733,67.425,35,6.7
centennial19310818142108,47.29,90.118,35,7.2
centennial19310810211847,46.571,89.965,35,7.9
centennial19310807021143,-2.859,142.079,35,7.1
centennial19310723142059,-6.653,155.446,400,6.6
centennial19310721033613,-20.922,170.187,35,6.9
centennial19310718112351,54.277,160.998,42.3,6.6
centennial19310718052704,-20.824,-68.394,35,6.6
centennial19310520022253,37.472,-16.072,25,7.1
centennial19310424172219,-6.656,154.973,35,6.7
centennial19310406064943,-6.631,155.016,35,6.6
centennial19310403231922,-19.911,179.247,637.8,6.6
centennial19310329175149,42.918,143.866,89.7,6.6
centennial19310328123848,-7.369,129.491,150.9,7.2
centennial19310319062506,18.11,120.354,35,6.7
centennial19310318201341,5.642,126.424,35,6.8
centennial19310318080223,-33.825,-71.546,35,7.1
centennial19310311122646,23.133,143.647,35,6.6
centennial19310309034856,40.484,142.664,35,7.7
centennial19310308015023,41.337,22.666,25,6.6
centennial19310302021825,-21.828,171.147,35,7
centennial19310227093743,2.093,126.237,35,6.6
centennial19310220053327,44.43,135.642,356.7,7.4
centennial19310213012722,-39.479,176.813,35,7.1
centennial19310210063432,-5.433,102.458,35,7.1
centennial19310202224651,-39.772,176.025,35,7.7
centennial19310128212410,10.778,144.803,35,7.1
centennial19310127200922,25.675,96.755,35,7.6
centennial19310115210142,28.497,127.137,35,6.6
centennial19310115015047,16.053,-96.614,35,7.8
centennial19310102094904,18.614,-107.205,25,6.6
centennial19301221145112,19.986,121.585,35,7
centennial19301203185149,17.972,96.422,35,7.3
centennial19301125190251,34.977,139.103,35,6.9
centennial19301109190839,-0.366,132.608,35,6.7
centennial19301108032242,3.792,121.965,638.9,6.7
centennial19301024201512,18.351,146.57,35,7
centennial19301008101923,-13.459,168.867,35,6.8
centennial19300930212054,-4.423,145.46,35,6.6
centennial19300818095344,-55.978,-26.734,47.4,6.9
centennial19300722192552,44.418,147.598,114.3,6.9
centennial19300702210344,25.641,90.245,35,7.1
centennial19300611004942,-5.873,148.886,35,7.1
centennial19300604095032,-6.446,127.851,375.9,6.6
centennial19300523163808,34.134,139.774,127,6.6
centennial19300506223427,38.152,44.685,25,7.1
centennial19300505134559,17.665,96.543,35,7.2
centennial19300501011948,49,154,140,6.7
centennial19300430160602,-19.364,-175.329,95.3,6.6
centennial19300421115059,-55.985,-26.14,35,6.6
centennial19300330082614,-54.722,-28.861,35,6.6
centennial19300326071212,-7.714,125.755,35,6.9
centennial19300214183811,36.067,24.789,35,6.6
centennial19300105011948,49.964,153.58,107.9,7
centennial19291217105844,53.783,171.512,35,7.7
centennial19291209065001,4.295,94.404,35,6.7
centennial19291206202109,-56.758,-30.003,35,6.6
centennial19291206164642,-55.456,-28.587,15,6.6
centennial19291118203200,44.539,-56.008,15,7.4
centennial19291115185032,7.522,142.735,25,7.1
centennial19291019101251,-23.038,-68.737,35,7.4
centennial19290819024310,24.087,121.662,35,6.6
centennial19290707212316,51.347,-177.91,35,7.2
centennial19290705141908,51.424,-178.136,35,7
centennial19290627124714,-54.714,-29.549,35,8
centennial19290616224732,-41.831,172.292,35,7.5
centennial19290613092438,7.945,126.806,35,7.1
centennial19290612114258,-4.233,143.644,35,6.6
centennial19290604151524,6.021,125.639,35,7.1
centennial19290602213836,34.045,137.08,348.4,6.9
centennial19290530094330,-34.768,-67.598,35,6.6
centennial19290526224002,51.235,-130.556,15,7
centennial19290525115936,-7.363,-74.097,35,6.6
centennial19290501153737,37.957,57.693,25,7.1
centennial19290408101657,7.77,123.817,584,6.6
centennial19290310143434,18.761,145.686,35,6.6
centennial19290309105033,-43.227,173.002,15.2,6.7
centennial19290307013442,50.786,-169.524,25,7.8
centennial19290222204149,10.482,-41.883,15,7
centennial19290206064914,48.528,152.84,137.6,6.6
centennial19290202000023,-1.513,-21.784,15,6.8
centennial19290201171426,36.459,70.931,207.9,7
centennial19290117114542,9.499,-64.381,35,6.7
centennial19290113000303,50.447,154.872,35,7.4
centennial19281228141945,7.726,123.675,35,6.7
centennial19281219113717,6.977,124.856,35,7.3
centennial19281201040615,-35.086,-71.683,35,7.7
centennial19281128104317,-8.379,120.965,35,6.9
centennial19281122083106,-57.071,-3.312,15,6.7
centennial19281120203509,-23.111,-69.931,35,6.9
centennial19281015141945,28.351,67.094,35,6.6
centennial19281009030114,16.229,-97.55,35,7.5
centennial19280922073133,-12.708,165.892,35,6.7
centennial19280921132707,-14.954,-70.331,242.5,6.6
centennial19280907024921,-5.495,147.001,140,6.6
centennial19280824214331,-14.287,168.497,220,7
centennial19280812080844,1.834,127.243,35,7
centennial19280810153334,36.636,70.49,35,6.6
centennial19280804182620,16.418,-98.266,35,7.2
centennial19280718190508,-5.359,-78.738,35,6.9
centennial19280629224945,-15.664,170.701,35,7.1
centennial19280621162719,60.191,-147.538,35,6.8
centennial19280617031933,16.028,-97.036,35,7.7
centennial19280615171629,13.007,120.748,35,6.6
centennial19280615061242,12.732,120.819,35,7
centennial19280527095027,39.813,142.999,35,7.1
centennial19280514221451,-5.261,-78.559,35,7.2
centennial19280427203501,-13.716,-70.529,35,6.6
centennial19280418192254,42.386,25.087,15,6.6
centennial19280414090001,42.402,25.667,15,6.6
centennial19280409173417,-13.731,-70.628,35,6.8
centennial19280329050608,31.682,137.73,433.9,7
centennial19280322041708,16.127,-96.505,35,7.5
centennial19280316050110,-22.281,170.476,35,7.5
centennial19280313183135,-7.213,153.873,35,7
centennial19280309180527,-2.954,88.801,15,7.7
centennial19280221194907,67.503,-172.504,15,6.7
centennial19280207000141,-2.573,88.593,15,6.6
centennial19280106193156,0.155,35.748,15,6.9
centennial19280105214613,-19.092,-63.79,561.2,6.6
centennial19271228182034,55.663,160.039,35,7.5
centennial19271126125400,-24.32,-66.963,179.3,7
centennial19271121231230,-45.112,-73.622,15,7.1
centennial19271116211012,6.746,125.538,44,6.9
centennial19271114071928,-30.905,-70.975,35,6.6
centennial19271114045631,70.033,128.69,15,6.6
centennial19271106153437,-6.86,129.434,217.2,6.6
centennial19271104135104,34.915,-121.031,15,7
centennial19271024155956,57.44,-136.373,15,7.1
centennial19270923135422,42.066,84.092,35,6.6
centennial19270903194748,10.871,-43.487,15,6.7
centennial19270824180902,23.118,120.237,35,6.6
centennial19270820235429,4.988,-82.196,15,6.8
centennial19270818192800,34.473,141.153,52,6.9
centennial19270812003352,27.721,139.706,530,6.6
centennial19270810113615,-0.534,131.673,35,7.1
centennial19270808005755,50.329,155.728,105.6,6.6
centennial19270805211258,37.873,142.191,35,7.1
centennial19270804154800,-6.809,125.768,474.1,6.6
centennial19270712210754,44.367,145.722,35,6.6
centennial19270701081858,36.381,22.723,35,7
centennial19270603071217,-7.071,130.96,169,7.2
centennial19270522223248,37.386,102.311,25,7.7
centennial19270419173011,15.25,120.454,139.1,7.1
centennial19270414062330,-32.477,-69.675,35,7.2
centennial19270413134417,15.434,120.722,175.4,6.6
centennial19270401190538,-19.802,-177.478,35,7
centennial19270307092742,35.802,134.924,9.6,7.1
centennial19270303010514,-6.617,121.807,35,7
centennial19270225154126,-38.327,177.943,35,6.6
centennial19270216013527,46.617,153.073,35,7
centennial19270201175636,-6.704,154.972,35,6.7
centennial19270124010547,-18.388,168.226,35,7.1
centennial19261225154339,1.822,116.881,35,6.6
centennial19261105075530,12.67,-86.736,35,7.1
centennial19261026034443,-3.219,139.097,35,7.5
centennial19261013190816,51.771,-175.361,35,7
centennial19261003193801,-49.809,161.703,15,7.3
centennial19260916175915,-9.674,159.519,35,6.9
centennial19260910103427,-9.152,110.701,35,7
centennial19260907122252,-3.541,146.188,35,6.6
centennial19260902012159,-34.02,58.227,15,6.9
centennial19260830113809,36.901,22.996,85.2,7.1
centennial19260825054447,-23.007,171.822,35,7
centennial19260812221743,-23.139,-70.552,35,6.6
centennial19260803103211,-2.217,126.379,35,6.6
centennial19260726185451,35.887,135.583,336.1,6.6
centennial19260710105113,0.732,126.112,35,6.6
centennial19260701140858,-3.131,100.561,35,6.6
